COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar
2507507;João Pessoa;25;PB;4,0;105,0;184,0;174,0;272;195,0;1,0;466;466;1,0;466;1,0;466;1,0;461;6,0;452;15,0;9,0;458,0;467;;1,0;466;467;;169336;7592;542,0;812;;;;;;;;;890;884,0;922;920;921;1664,0;1731,0;1742,0;1824;1215,0;1321,0;1285,0;;;537,0;456,0;377,0;83,0;;;;;;4,0;166,0;;;1,0;394,0;776,0;617,0;;;
2207702;Parnaíba;22;PI;1,0;18,0;90,0;34,0;82;61,0;3,0;140;143;;142;1,0;142;1,0;141;2,0;137;6,0;18,0;125,0;132;11,0;;143;143;;38350;1667;120,0;222;;;;;;;;;157;177,0;184;179;191;406,0;399,0;378,0;344;297,0;280,0;251,0;;;67,0;69,0;55,0;;;;;;;25,0;34,0;;;2,0;40,0;191,0;141,0;;26,0;
2412005;São Gonçalo do Amarante;24;RN;1,0;11,0;54,0;29,0;66;29,0;1,0;94;95;;95;;95;;93;2,0;90;5,0;2,0;93,0;95;;;95;95;;24709;1055;80,0;161;;;;;;;;;92;89,0;102;107;106;231,0;233,0;234,0;227;136,0;134,0;113,0;;;48,0;48,0;48,0;23,0;;;;;;;19,0;;;;13,0;76,0;;;;
2302800;Canindé;23;CE;1,0;7,0;81,0;10,0;32;67,0;2,0;97;99;;99;;98;1,0;91;8,0;86;13,0;39,0;60,0;96;3,0;1,0;98;99;;20928;789;132,0;114;;;;;;;;;49;60,0;71;78;106;155,0;163,0;168,0;148;92,0;94,0;91,0;;;19,0;20,0;21,0;;37,0;;;;;;12,0;;;;10,0;27,0;25,0;;;
2110104;Santa Quitéria do Maranhão;21;MA;;2,0;72,0;5,0;70;9,0;5,0;74;79;;79;;74;5,0;78;1,0;71;8,0;49,0;30,0;58;21,0;;79;79;;8861;572;4,0;90;;;;;;;;;23;18,0;20;22;30;154,0;152,0;157,0;148;68,0;77,0;71,0;;;;;;;;;;;;;3,0;;;;18,0;15,0;16,0;;;
2503704;Cajazeiras;25;PB;2,0;12,0;26,0;21,0;29;32,0;1,0;60;61;;60;1,0;61;;59;2,0;46;15,0;11,0;50,0;61;;;61;61;;19742;860;67,0;73;;;;;;;;;48;55,0;59;51;53;186,0;200,0;211,0;206;133,0;136,0;114,0;;;64,0;69,0;70,0;28,0;;10,0;12,0;8,0;4,0;;64,0;;10,0;10,0;26,0;62,0;67,0;10,0;24,0;
2910057;Dias d'Ávila;29;BA;;3,0;32,0;30,0;31;34,0;;65;65;;65;;64;1,0;63;2,0;63;2,0;1,0;64,0;65;;;65;65;;20542;751;85,0;105;;;;;;;;;85;92,0;101;87;88;143,0;152,0;143,0;134;98,0;88,0;90,0;;;18,0;16,0;13,0;10,0;;;;;;;22,0;;;;17,0;27,0;27,0;;12,0;
2917607;Jaguaquara;29;BA;;5,0;50,0;8,0;29;34,0;;63;63;;63;;63;;62;1,0;62;1,0;31,0;32,0;62;1,0;1,0;62;62;1,0;13886;560;35,0;60;;;;;;;;;35;31,0;42;36;59;149,0;167,0;163,0;163;103,0;95,0;89,0;;;41,0;23,0;21,0;15,0;;;;;;;20,0;;;;9,0;19,0;22,0;;28,0;
2606804;Igarassu;26;PE;1,0;10,0;48,0;26,0;65;20,0;1,0;84;85;;84;1,0;85;;85;;81;4,0;15,0;70,0;85;;;85;85;;26853;1035;38,0;149;;;;;;;;;114;122,0;130;126;125;216,0;225,0;219,0;206;112,0;100,0;105,0;;22,0;18,0;19,0;17,0;;;;;;;;25,0;;;4,0;30,0;82,0;59,0;;;
2803500;Lagarto;28;SE;1,0;11,0;76,0;14,0;44;58,0;1,0;101;102;;102;;102;;98;4,0;96;6,0;29,0;73,0;102;;;102;102;;24538;1177;145,0;146;;;;;;;;;93;94,0;106;107;210;304,0;302,0;288,0;264;117,0;119,0;106,0;;;23,0;15,0;16,0;;;;;;;;8,0;;;;15,0;96,0;21,0;8,0;;
2101608;Barra do Corda;21;MA;1,0;71,0;104,0;10,0;117;69,0;40,0;146;186;;186;;159;27,0;177;9,0;170;16,0;139,0;47,0;177;9,0;18,0;168;171;15,0;24248;1539;65,0;180;;;;;;;;;115;104,0;120;129;141;231,0;265,0;265,0;243;171,0;213,0;194,0;;;29,0;35,0;31,0;;;;;;4,0;;23,0;;;3,0;22,0;19,0;57,0;;9,0;
2305233;Horizonte;23;CE;1,0;3,0;48,0;6,0;27;31,0;;58;58;;58;;58;;58;;58;;18,0;40,0;58;;;58;58;;18299;683;88,0;131;;;;;;;;;76;81,0;86;79;77;143,0;157,0;153,0;141;54,0;53,0;42,0;;;18,0;21,0;19,0;;;;;;;4,0;14,0;;;2,0;3,0;18,0;16,0;;;
2311405;Quixeramobim;23;CE;;8,0;83,0;12,0;31;72,0;1,0;102;103;;103;;103;;92;11,0;88;15,0;19,0;84,0;103;;;103;103;;23858;953;160,0;144;;;;;;;;;67;69,0;73;75;91;219,0;240,0;237,0;228;143,0;142,0;134,0;;;17,0;22,0;22,0;;;;;;;;32,0;;5,0;;17,0;47,0;17,0;;;
2107506;Paço do Lumiar;21;MA;;7,0;66,0;40,0;59;54,0;;113;113;;113;;113;;112;1,0;106;7,0;46,0;67,0;95;18,0;;113;113;;30216;1445;208,0;244;;;;;;;;;114;110,0;123;116;120;249,0;264,0;251,0;250;160,0;168,0;154,0;;;;;;;;;;;;;;;;;18,0;75,0;42,0;;;
2112803;Viana;21;MA;1,0;4,0;97,0;3,0;83;22,0;6,0;99;105;;104;1,0;102;3,0;100;5,0;101;4,0;84,0;21,0;75;30,0;;105;105;;13989;786;69,0;82;;;;;;;;;42;37,0;42;34;45;177,0;186,0;184,0;174;69,0;64,0;59,0;;;;;;;;;;;;;22,0;;;;2,0;10,0;12,0;;;
2203909;Floriano;22;PI;2,0;10,0;49,0;20,0;42;39,0;1,0;80;81;;80;1,0;81;;80;1,0;73;8,0;21,0;60,0;80;1,0;;81;81;;16922;956;70,0;105;;;;;;;;;92;94,0;106;109;105;224,0;234,0;224,0;220;145,0;148,0;134,0;;;25,0;61,0;52,0;30,0;32,0;;;;;30,0;50,0;;;;20,0;110,0;73,0;;16,0;
2302602;Camocim;23;CE;1,0;7,0;42,0;9,0;46;13,0;;59;59;;59;;59;;57;2,0;44;15,0;10,0;49,0;59;;;59;59;;16711;935;64,0;199;;;;;;;;;76;72,0;75;68;65;147,0;164,0;150,0;145;82,0;93,0;77,0;;;24,0;25,0;25,0;;;;;;;12,0;40,0;;3,0;;3,0;20,0;18,0;;;
2408102;Natal;24;RN;8,0;109,0;146,0;199,0;290;172,0;4,0;458;461;1,0;461;1,0;462;;455;7,0;440;22,0;3,0;459,0;462;;;462;462;;183929;7570;684,0;953;;;;;;;;;895;911,0;940;973;979;1610,0;1661,0;1611,0;1565;1308,0;1284,0;1149,0;;3,0;250,0;247,0;233,0;122,0;;4,0;3,0;;;121,0;420,0;;;9,0;144,0;423,0;307,0;;35,0;
2802106;Estância;28;SE;1,0;7,0;40,0;11,0;39;20,0;;59;59;;58;1,0;59;;56;3,0;57;2,0;10,0;49,0;59;;;59;59;;18346;771;22,0;101;;;;;;;;;57;59,0;62;65;68;184,0;192,0;182,0;188;132,0;138,0;113,0;;;37,0;28,0;24,0;;;;;;;20,0;42,0;;;;6,0;77,0;37,0;;;
2907509;Catu;29;BA;1,0;4,0;37,0;21,0;38;25,0;;63;63;;63;;63;;62;1,0;59;4,0;4,0;59,0;63;;;63;63;;12361;608;41,0;70;;;;;;;;;56;46,0;52;61;71;160,0;156,0;151,0;162;61,0;59,0;64,0;;;63,0;33,0;23,0;21,0;;;;;;;35,0;;;;7,0;49,0;40,0;;11,0;
2917508;Jacobina;29;BA;1,0;4,0;49,0;30,0;49;35,0;3,0;81;84;;84;;84;;83;1,0;78;6,0;;84,0;84;;;84;84;;20753;1027;143,0;110;;;;;;;;;74;74,0;84;82;88;230,0;226,0;219,0;188;144,0;142,0;120,0;;;54,0;52,0;51,0;43,0;;;;;;41,0;53,0;;;;32,0;55,0;38,0;9,0;17,0;
2101202;Bacabal;21;MA;1,0;10,0;109,0;14,0;68;66,0;;134;134;;133;1,0;134;;125;9,0;128;6,0;13,0;121,0;134;;;134;134;;28205;1391;110,0;135;;;;;;;;;85;89,0;85;88;89;338,0;350,0;354,0;352;229,0;240,0;217,0;;;27,0;24,0;46,0;;;;;;;2,0;23,0;;;;17,0;72,0;93,0;;;
2913606;Ilhéus;29;BA;1,0;18,0;51,0;27,0;65;32,0;5,0;92;97;;97;;95;2,0;92;5,0;67;30,0;12,0;85,0;96;1,0;;97;97;;40451;1853;116,0;260;;;;;;;;;203;202,0;236;190;201;360,0;418,0;402,0;386;285,0;283,0;257,0;;;104,0;110,0;104,0;50,0;;;;;;;48,0;;;;83,0;165,0;100,0;;83,0;
2304707;Granja;23;CE;;6,0;56,0;3,0;24;41,0;;65;65;;65;;65;;62;3,0;53;12,0;32,0;33,0;65;;;65;65;;15197;989;72,0;92;;;;;;;;;44;39,0;48;44;50;243,0;267,0;259,0;236;98,0;92,0;87,0;;;43,0;44,0;45,0;;;;;;;;;;;;15,0;46,0;25,0;;;
2914802;Itabuna;29;BA;;12,0;88,0;45,0;95;50,0;2,0;143;145;;143;2,0;139;6,0;145;;126;19,0;15,0;130,0;145;;;145;145;;40319;1657;134,0;183;;;;;;;;;187;195,0;212;256;257;300,0;322,0;317,0;324;280,0;274,0;261,0;;;45,0;67,0;45,0;39,0;;9,0;;;;;66,0;;;;43,0;62,0;68,0;;44,0;
2104800;Grajaú;21;MA;1,0;55,0;153,0;8,0;150;67,0;59,0;158;217;;217;;163;54,0;210;7,0;167;50,0;142,0;75,0;213;4,0;5,0;212;214;3,0;23730;1344;83,0;166;;;;;;;;;100;94,0;109;113;125;311,0;343,0;337,0;305;158,0;155,0;166,0;;;28,0;30,0;33,0;;;;;;;;19,0;;;;32,0;47,0;66,0;;;
2311306;Quixadá;23;CE;1,0;7,0;58,0;21,0;46;41,0;1,0;86;87;;87;;87;;85;2,0;78;9,0;25,0;62,0;84;3,0;;87;87;;20151;953;122,0;160;;;;;;;;;79;79,0;83;88;93;153,0;172,0;170,0;159;122,0;128,0;117,0;;;22,0;24,0;28,0;;40,0;;;;;27,0;39,0;;;;4,0;21,0;22,0;;;
2930501;Serrinha;29;BA;1,0;6,0;68,0;21,0;39;57,0;5,0;91;96;;95;1,0;96;;91;5,0;87;9,0;2,0;94,0;96;;;96;96;;29547;1103;128,0;103;;;;;;;;;76;74,0;88;88;84;261,0;263,0;245,0;221;127,0;127,0;103,0;;;65,0;77,0;68,0;40,0;;;;;;6,0;30,0;;;;48,0;93,0;29,0;;44,0;
2301109;Aracati;23;CE;1,0;3,0;48,0;10,0;20;42,0;;62;62;;62;;61;1,0;53;9,0;50;12,0;8,0;54,0;62;;;62;62;;19942;873;151,0;168;;;;;;;;;118;104,0;101;117;131;208,0;212,0;214,0;202;85,0;78,0;73,0;;;21,0;22,0;31,0;;19,0;;;;;32,0;21,0;;;;21,0;44,0;21,0;;;
2932903;Valença;29;BA;2,0;7,0;137,0;14,0;79;81,0;2,0;158;160;;159;1,0;160;;159;1,0;139;21,0;78,0;82,0;159;1,0;1,0;159;160;;23329;1087;133,0;98;;;;;;;;;65;61,0;78;83;78;222,0;240,0;227,0;209;110,0;105,0;112,0;;;123,0;107,0;91,0;49,0;;;;;;;43,0;;;;30,0;100,0;50,0;;23,0;
2910800;Feira de Santana;29;BA;1,0;54,0;201,0;154,0;236;174,0;5,0;405;410;;410;;409;1,0;410;;389;21,0;29,0;381,0;410;;1,0;409;410;;137833;5316;396,0;691;;;;;;;;;512;516,0;600;544;521;1274,0;1280,0;1307,0;1276;1144,0;1011,0;929,0;;;134,0;114,0;104,0;68,0;;;;;;15,0;134,0;;;;65,0;452,0;421,0;;76,0;
2914000;Ipirá;29;BA;;4,0;55,0;8,0;53;14,0;;67;67;;67;;67;;66;1,0;64;3,0;9,0;58,0;67;;;67;67;;14134;626;64,0;84;;;;;;;;;38;42,0;62;50;44;182,0;203,0;196,0;184;81,0;81,0;80,0;;;25,0;24,0;29,0;16,0;;;;;;;11,0;;;;4,0;33,0;17,0;;5,0;
2905800;Camamu;29;BA;;1,0;81,0;4,0;70;16,0;;86;86;;86;;86;;85;1,0;86;;50,0;36,0;86;;2,0;84;84;2,0;9804;365;22,0;42;;;;;;;;;23;23,0;28;26;27;85,0;89,0;76,0;66;44,0;44,0;37,0;;;;;;;;;;;;;;;;;8,0;17,0;20,0;;6,0;
2915353;Itaguaçu da Bahia;29;BA;;1,0;53,0;;53;1,0;1,0;53;54;;54;;53;1,0;52;2,0;53;1,0;36,0;18,0;53;1,0;7,0;47;47;7,0;2757;199;3,0;18;;;;;;;;;6;5,0;8;7;9;78,0;75,0;70,0;72;11,0;11,0;11,0;;;;;;;;;;;;;;;;;;;6,0;;;
2112407;Turiaçu;21;MA;;7,0;98,0;2,0;48;59,0;15,0;92;107;;107;;98;9,0;93;14,0;95;12,0;94,0;13,0;104;3,0;6,0;101;105;2,0;10844;580;28,0;45;;;;;;;;;28;26,0;33;48;48;128,0;133,0;121,0;122;49,0;65,0;60,0;;;7,0;7,0;7,0;;;;;;;;;;;;;9,0;52,0;;;
2920700;Maraú;29;BA;;3,0;56,0;2,0;44;17,0;4,0;57;61;;61;;53;8,0;58;3,0;57;4,0;50,0;11,0;48;13,0;5,0;56;59;2,0;6012;297;8,0;41;;;;;;;;;17;18,0;18;18;21;78,0;66,0;69,0;63;15,0;15,0;14,0;;;13,0;12,0;12,0;11,0;;;;;;;;;;;23,0;27,0;;;2,0;
2109809;Santa Helena;21;MA;;5,0;97,0;4,0;67;39,0;9,0;97;106;;106;;101;5,0;101;5,0;99;7,0;68,0;38,0;93;13,0;1,0;105;105;1,0;16876;804;61,0;60;;;;;;;;;32;28,0;36;35;41;147,0;165,0;160,0;135;56,0;65,0;70,0;;;;;;;;;;;;;;;;;50,0;82,0;22,0;;;
2928703;Santo Antônio de Jesus;29;BA;1,0;4,0;48,0;39,0;29;63,0;;92;92;;92;;92;;91;1,0;82;10,0;14,0;78,0;92;;;92;92;;25917;1235;181,0;180;;;;;;;;;124;118,0;145;130;134;245,0;238,0;229,0;216;141,0;93,0;80,0;;;58,0;63,0;70,0;47,0;;;;;;;29,0;;;;18,0;87,0;43,0;;;
2103604;Coroatá;21;MA;;11,0;70,0;8,0;52;37,0;;89;89;;88;1,0;89;;88;1,0;85;4,0;27,0;62,0;89;;;89;89;;24073;841;43,0;108;;;;;;;;;64;63,0;88;63;58;159,0;167,0;157,0;171;125,0;135,0;127,0;;;23,0;;19,0;;;;;;;;;;;3,0;34,0;30,0;63,0;;;
2108058;Paulino Neves;21;MA;;6,0;56,0;;12;50,0;10,0;52;62;;62;;54;8,0;60;2,0;54;8,0;27,0;35,0;57;5,0;;62;62;;6310;490;36,0;51;;;;;;;;;22;23,0;24;21;29;135,0;136,0;125,0;126;39,0;38,0;39,0;;;;;;;;;;;;;;;;;6,0;23,0;10,0;;;
2606200;Goiana;26;PE;;7,0;39,0;26,0;25;47,0;;72;72;;72;;72;;72;;69;3,0;20,0;52,0;71;1,0;;72;72;;22958;960;104,0;135;;;;;;;;;85;93,0;108;105;113;192,0;197,0;198,0;188;125,0;123,0;110,0;;;21,0;24,0;22,0;;;;;;;;108,0;;;;12,0;65,0;24,0;;;
2702900;Girau do Ponciano;27;AL;;3,0;66,0;4,0;24;49,0;3,0;70;73;;72;1,0;70;3,0;71;2,0;22;51,0;50,0;23,0;73;;;73;73;;15471;833;53,0;59;;;;;;;;;45;37,0;42;44;44;126,0;137,0;138,0;134;78,0;74,0;70,0;;;;;;;;;;;;;;;;;268,0;64,0;25,0;;;
2609907;Ouricuri;26;PE;1,0;6,0;56,0;5,0;60;8,0;2,0;66;68;;68;;67;1,0;61;7,0;58;10,0;34,0;34,0;68;;3,0;65;67;1,0;16606;675;16,0;80;;;;;;;;;52;53,0;62;55;64;177,0;169,0;168,0;168;82,0;76,0;68,0;;11,0;24,0;16,0;20,0;16,0;;;;;;;29,0;;6,0;;10,0;59,0;22,0;;15,0;
2105708;Lago da Pedra;21;MA;;4,0;58,0;7,0;30;39,0;3,0;66;69;;69;;67;2,0;67;2,0;61;8,0;40,0;29,0;69;;;69;69;;12019;801;53,0;78;;;;;;;;;104;98,0;113;118;118;198,0;211,0;199,0;195;83,0;78,0;73,0;;;;;;;;;;;;;10,0;;;;12,0;16,0;16,0;;;
2105500;João Lisboa;21;MA;;3,0;51,0;4,0;25;33,0;7,0;51;58;;58;;57;1,0;56;2,0;50;8,0;22,0;36,0;58;;;58;58;;9648;479;30,0;50;;;;;;;;;28;23,0;28;28;33;125,0;129,0;136,0;121;43,0;33,0;43,0;;;;;;;;;;;;;;;;;9,0;23,0;31,0;;;
2613909;Serra Talhada;26;PE;1,0;9,0;64,0;14,0;72;16,0;;88;88;;87;1,0;87;1,0;86;2,0;73;15,0;36,0;52,0;81;7,0;;88;88;;21713;900;101,0;109;;;;;;;;;62;54,0;64;64;75;185,0;202,0;199,0;194;139,0;150,0;129,0;;;34,0;32,0;37,0;;2,0;;;;;;33,0;;;2,0;6,0;35,0;66,0;;8,0;
2302404;Boa Viagem;23;CE;1,0;2,0;71,0;2,0;26;50,0;;76;76;;76;;75;1,0;75;1,0;72;4,0;37,0;39,0;76;;;76;76;;13000;530;34,0;53;;;;;;;;;40;39,0;54;43;48;116,0;122,0;124,0;122;70,0;73,0;74,0;;;30,0;32,0;33,0;13,0;;;;;;;9,0;;;;;;4,0;;;
2102101;Brejo;21;MA;;5,0;65,0;5,0;22;53,0;1,0;74;75;;75;;73;2,0;73;2,0;74;1,0;35,0;40,0;74;1,0;1,0;74;74;1,0;11744;578;53,0;62;;;;;;;;;27;26,0;28;30;38;121,0;132,0;110,0;110;63,0;60,0;58,0;;;16,0;25,0;27,0;;;;;;;;;;;;17,0;6,0;11,0;;;
2301000;Aquiraz;23;CE;;9,0;52,0;8,0;27;42,0;;69;69;;69;;69;;67;2,0;58;11,0;46,0;23,0;69;;;69;69;;22753;708;108,0;172;;;;;;;;;89;94,0;108;108;108;135,0;144,0;129,0;128;110,0;109,0;98,0;;;21,0;25,0;26,0;;;;;;;;;;8,0;;8,0;9,0;23,0;;;
2607208;Ipojuca;26;PE;1,0;6,0;70,0;13,0;61;29,0;;90;90;;90;;90;;90;;88;2,0;44,0;46,0;90;;;90;90;;30066;1228;122,0;190;;;;;;;;;105;89,0;92;83;79;195,0;211,0;195,0;178;130,0;117,0;90,0;;8,0;14,0;;;;;;;;;;57,0;;;2,0;51,0;125,0;57,0;;;
2211100;União;22;PI;;12,0;57,0;2,0;31;40,0;;71;71;;71;;71;;70;1,0;69;2,0;39,0;32,0;71;;;71;71;;12663;534;36,0;63;;;;;;;;;31;35,0;50;48;48;110,0;104,0;121,0;116;92,0;102,0;86,0;;;9,0;9,0;11,0;;;;;;;5,0;11,0;;;;54,0;16,0;36,0;;1,0;
2902906;Barra do Choça;29;BA;;3,0;44,0;3,0;39;11,0;4,0;46;50;;50;;49;1,0;50;;45;5,0;9,0;41,0;50;;2,0;48;48;2,0;9897;426;40,0;54;;;;;;;;;29;31,0;46;41;42;127,0;129,0;129,0;106;58,0;54,0;54,0;;;;;;;;;;;;;;;;;16,0;58,0;12,0;;;
2105302;Imperatriz;21;MA;1,0;23,0;147,0;54,0;143;82,0;1,0;224;224;1,0;223;2,0;225;;218;7,0;214;11,0;37,0;188,0;225;;;225;225;;74565;2922;308,0;382;;;;;;;;;221;233,0;246;233;246;711,0;787,0;743,0;689;497,0;491,0;459,0;;;44,0;46,0;35,0;;;5,0;6,0;6,0;6,0;23,0;82,0;;;3,0;39,0;106,0;139,0;;22,0;
2211001;Teresina;22;PI;4,0;148,0;313,0;155,0;383;237,0;3,0;617;619;1,0;619;1,0;619;1,0;605;15,0;598;22,0;45,0;575,0;617;3,0;1,0;619;620;;202826;8978;682,0;1060;;;;;;;;;904;974,0;1006;1029;1152;1914,0;2002,0;1866,0;1959;1770,0;1749,0;1624,0;;;338,0;328,0;293,0;23,0;26,0;;;;;48,0;275,0;;;11,0;126,0;613,0;773,0;;182,0;
2402600;Ceará-Mirim;24;RN;1,0;11,0;51,0;9,0;31;41,0;;72;72;;72;;72;;69;3,0;67;5,0;14,0;58,0;71;1,0;;72;72;;21542;915;79,0;127;;;;;;;;;93;98,0;106;100;102;187,0;198,0;165,0;162;101,0;103,0;91,0;;;44,0;47,0;41,0;28,0;;;;;;;18,0;;;;11,0;62,0;21,0;;;
2914703;Itaberaba;29;BA;1,0;4,0;54,0;15,0;44;30,0;;74;74;;74;;74;;74;;70;4,0;2,0;72,0;74;;;74;74;;17604;835;88,0;111;;;;;;;;;70;64,0;86;83;86;170,0;185,0;171,0;168;80,0;68,0;64,0;;;47,0;47,0;47,0;18,0;;;;;;6,0;31,0;;;;9,0;51,0;24,0;;;
2611101;Petrolina;26;PE;2,0;48,0;125,0;156,0;161;170,0;1,0;330;330;1,0;330;1,0;331;;318;13,0;305;26,0;17,0;314,0;331;;;331;331;;108391;4012;635,0;502;;;;;;;;;292;305,0;330;331;321;809,0;852,0;864,0;799;694,0;666,0;605,0;;35,0;59,0;65,0;58,0;32,0;4,0;;;;;4,0;110,0;;23,0;1,0;34,0;324,0;280,0;;38,0;
2933208;Vera Cruz;29;BA;;3,0;44,0;7,0;29;25,0;;54;54;;54;;54;;47;7,0;47;7,0;;54,0;54;;;54;54;;10416;426;47,0;50;;;;;;;;;33;35,0;46;40;37;89,0;94,0;99,0;95;57,0;51,0;48,0;;;12,0;12,0;14,0;9,0;;;;;;;12,0;;;;5,0;64,0;24,0;;7,0;
2300754;Amontada;23;CE;;3,0;67,0;2,0;26;46,0;;72;72;;72;;72;;71;1,0;68;4,0;39,0;33,0;71;1,0;;72;72;;11203;563;43,0;81;;;;;;;;;54;55,0;56;53;68;137,0;138,0;138,0;129;67,0;59,0;61,0;;;15,0;14,0;16,0;;;;;;;;;;;;6,0;7,0;;;;
2205706;Luís Correia;22;PI;;5,0;58,0;3,0;29;37,0;;66;66;;66;;66;;66;;65;1,0;48,0;18,0;22;44,0;;66;66;;8162;346;20,0;40;;;;;;;;;27;36,0;36;41;39;75,0;75,0;67,0;56;47,0;51,0;43,0;;;13,0;13,0;12,0;;;;;;;2,0;;;;;25,0;29,0;24,0;;;
2304285;Eusébio;23;CE;;4,0;40,0;13,0;33;24,0;;57;57;;57;;57;;57;;31;26,0;7,0;50,0;57;;;57;57;;20428;961;182,0;166;;;;;;;;;89;86,0;77;80;84;156,0;166,0;175,0;151;75,0;77,0;76,0;;;19,0;28,0;26,0;;;;;;;;;;8,0;;20,0;12,0;24,0;;;
2807105;Simão Dias;28;SE;;12,0;33,0;7,0;34;18,0;2,0;50;52;;52;;52;;50;2,0;44;8,0;17,0;35,0;52;;;52;52;;10352;497;60,0;54;;;;;;;;;40;43,0;47;41;48;146,0;145,0;142,0;140;83,0;76,0;74,0;;;;;;;;;;;;;3,0;;;;17,0;50,0;17,0;;;
2605707;Floresta;26;PE;1,0;10,0;44,0;4,0;47;12,0;8,0;51;59;;59;;58;1,0;57;2,0;48;11,0;35,0;24,0;59;;;59;59;;9936;469;90,0;34;;;;;;;;;17;16,0;27;23;26;107,0;95,0;111,0;91;65,0;63,0;61,0;;4,0;22,0;21,0;19,0;17,0;;9,0;;11,0;7,0;2,0;17,0;;;;3,0;23,0;16,0;;23,0;
2313500;Trairi;23;CE;;5,0;45,0;2,0;19;33,0;;52;52;;52;;52;;49;3,0;43;9,0;34,0;18,0;47;5,0;;52;52;;16049;642;110,0;139;;;;;;;;;90;82,0;95;93;89;123,0;117,0;105,0;109;57,0;58,0;51,0;;;26,0;26,0;23,0;;;;;;;;;;;;;10,0;10,0;;;
2516201;Sousa;25;PB;1,0;17,0;32,0;14,0;50;14,0;;64;62;2,0;63;1,0;64;;61;3,0;60;4,0;12,0;52,0;64;;1,0;63;64;;16853;844;23,0;78;;;;;;;;;55;54,0;57;60;57;189,0;206,0;199,0;192;171,0;166,0;145,0;;;59,0;61,0;57,0;;;;;;;3,0;23,0;;;;27,0;111,0;88,0;;11,0;
2101400;Balsas;21;MA;;8,0;60,0;25,0;61;32,0;1,0;92;93;;92;1,0;90;3,0;90;3,0;80;13,0;25,0;68,0;90;3,0;2,0;91;91;2,0;26512;1182;49,0;162;;;;;;;;;161;173,0;210;267;249;346,0;356,0;347,0;308;165,0;171,0;171,0;;;8,0;9,0;9,0;;;;;;;2,0;2,0;;;;15,0;34,0;30,0;;;
2906006;Campo Formoso;29;BA;;5,0;116,0;7,0;47;81,0;1,0;127;128;;128;;127;1,0;127;1,0;117;11,0;60,0;68,0;128;;1,0;127;128;;17583;740;54,0;81;;;;;;;;;50;51,0;69;68;69;182,0;194,0;176,0;166;118,0;119,0;118,0;;;11,0;;;;;;;;;1,0;;;;;4,0;115,0;23,0;;;
